PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_AC,PCP_BS,PCP_NE_pH,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_SS_HE,PCP_SS_ST,PCP_SS_CO,PCP_SA_BU,PCP_SA_EX,PCP_SA_IN,PCP_TN,PCP_SM,PCP_LR,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5 
0.059,0.235,0.706,0.294,0.412,0.294,0.059,0.353,0.235,0.059,0.706,0.294,0.118,0.412,0.0,0.059,0.294,0.412,0.294,0.412,0.294,0.353,0.294,0.412,0.588,0.162,0.082,0.761,-0.48,-0.442
0.118,0.0,0.882,0.176,0.706,0.529,0.176,0.0,0.0,0.118,0.882,0.824,0.294,0.118,0.118,0.235,0.588,0.176,0.235,0.412,0.176,0.529,0.353,0.647,0.353,-0.557,-0.796,0.4,0.53,0.389
0.294,0.176,0.529,0.353,0.118,0.118,0.0,0.059,0.176,0.294,0.529,0.059,0.353,0.529,0.235,0.0,0.412,0.118,0.471,0.118,0.294,0.294,0.294,0.471,0.529,2.274,0.536,-0.616,-0.452,0.032
0.118,0.0,0.882,0.412,0.412,0.176,0.0,0.353,0.0,0.118,0.882,0.529,0.176,0.294,0.235,0.059,0.235,0.529,0.235,0.471,0.176,0.353,0.353,0.529,0.471,-0.3,0.304,0.299,0.362,-0.542
0.0,0.118,0.882,0.176,0.529,0.353,0.059,0.176,0.118,0.0,0.882,0.588,0.235,0.235,0.059,0.118,0.235,0.412,0.353,0.471,0.353,0.235,0.176,0.647,0.353,-0.284,-0.258,0.516,-0.579,-0.432
0.059,0.118,0.824,0.294,0.529,0.412,0.059,0.353,0.118,0.059,0.824,0.471,0.118,0.235,0.0,0.0,0.294,0.529,0.176,0.471,0.235,0.353,0.059,0.235,0.765,-1.528,0.399,-0.102,-0.17,-0.179
0.0,0.059,0.941,0.176,0.706,0.353,0.059,0.176,0.059,0.0,0.941,0.765,0.118,0.176,0.118,0.235,0.353,0.412,0.235,0.529,0.176,0.353,0.235,0.529,0.471,-1.347,-0.473,0.462,-0.121,-0.229
0.118,0.118,0.765,0.353,0.412,0.353,0.118,0.294,0.118,0.118,0.765,0.412,0.235,0.294,0.059,0.0,0.353,0.412,0.235,0.294,0.353,0.471,0.059,0.353,0.647,-0.741,0.429,-0.067,-0.06,-0.061
0.235,0.176,0.588,0.235,0.294,0.176,0.0,0.118,0.176,0.235,0.588,0.294,0.294,0.412,0.176,0.059,0.412,0.235,0.353,0.235,0.235,0.353,0.235,0.471,0.529,1.263,0.289,-0.18,-0.162,-0.102
0.176,0.235,0.588,0.235,0.294,0.176,0.0,0.059,0.235,0.176,0.588,0.412,0.235,0.353,0.118,0.176,0.529,0.235,0.235,0.235,0.353,0.412,0.176,0.412,0.588,0.722,0.031,0.307,-0.195,-0.208
0.0,0.235,0.765,0.294,0.412,0.353,0.0,0.118,0.235,0.0,0.765,0.588,0.059,0.471,0.235,0.0,0.176,0.588,0.235,0.412,0.294,0.294,0.118,0.529,0.471,-0.173,-0.536,-0.252,-1.105,-0.111
0.235,0.118,0.647,0.176,0.412,0.235,0.059,0.118,0.118,0.235,0.647,0.471,0.353,0.235,0.059,0.176,0.294,0.353,0.353,0.412,0.294,0.294,0.235,0.529,0.471,0.489,0.227,0.534,0.488,-0.338
0.118,0.059,0.824,0.294,0.412,0.353,0.0,0.118,0.059,0.118,0.824,0.471,0.235,0.294,0.235,0.0,0.294,0.412,0.294,0.412,0.176,0.353,0.235,0.588,0.412,0.039,-0.372,-0.275,-0.515,-0.099
0.176,0.0,0.824,0.176,0.529,0.235,0.0,0.176,0.0,0.176,0.824,0.529,0.294,0.235,0.176,0.118,0.353,0.353,0.294,0.412,0.118,0.353,0.235,0.412,0.588,-0.184,0.436,-0.19,0.759,-0.46
0.176,0.118,0.706,0.294,0.412,0.176,0.059,0.176,0.118,0.176,0.706,0.471,0.235,0.353,0.176,0.118,0.412,0.294,0.294,0.353,0.353,0.294,0.235,0.353,0.647,-0.048,0.584,-0.004,0.326,-0.099
0.235,0.118,0.647,0.118,0.471,0.353,0.0,0.118,0.118,0.235,0.647,0.412,0.294,0.235,0.059,0.059,0.353,0.412,0.235,0.412,0.412,0.176,0.118,0.235,0.765,-0.313,-0.191,-0.716,-0.269,-0.079
0.118,0.118,0.765,0.294,0.353,0.353,0.059,0.0,0.118,0.118,0.765,0.353,0.294,0.412,0.118,0.118,0.353,0.176,0.471,0.412,0.412,0.176,0.353,0.647,0.353,1.088,-0.603,0.249,-0.665,-0.175
0.059,0.294,0.647,0.176,0.471,0.235,0.0,0.118,0.294,0.059,0.647,0.471,0.059,0.412,0.118,0.176,0.529,0.294,0.176,0.294,0.294,0.353,0.118,0.235,0.765,-0.308,-0.079,-0.192,-0.721,-0.163
0.235,0.059,0.706,0.294,0.353,0.176,0.0,0.235,0.059,0.235,0.706,0.471,0.294,0.176,0.118,0.118,0.353,0.471,0.176,0.353,0.118,0.353,0.176,0.412,0.588,0.068,0.761,-0.216,0.627,-0.542
0.294,0.0,0.706,0.353,0.353,0.353,0.0,0.118,0.0,0.294,0.706,0.294,0.294,0.412,0.235,0.0,0.294,0.412,0.294,0.353,0.118,0.412,0.294,0.471,0.529,0.651,-0.657,-0.864,0.015,-0.157
0.118,0.0,0.882,0.235,0.588,0.529,0.0,0.0,0.0,0.118,0.882,0.353,0.176,0.529,0.176,0.059,0.294,0.235,0.471,0.529,0.176,0.235,0.412,0.529,0.471,0.446,-1.519,-0.562,-0.509,-0.066
0.353,0.0,0.647,0.294,0.353,0.176,0.0,0.176,0.0,0.353,0.647,0.588,0.353,0.059,0.0,0.235,0.529,0.471,0.0,0.588,0.235,0.118,0.235,0.235,0.765,-0.283,0.375,0.057,0.934,-0.582
0.235,0.059,0.706,0.118,0.471,0.294,0.0,0.118,0.059,0.235,0.706,0.471,0.353,0.235,0.059,0.118,0.412,0.294,0.294,0.471,0.235,0.118,0.235,0.471,0.529,0.545,0.053,-0.362,0.235,-0.428
0.176,0.059,0.765,0.176,0.529,0.176,0.0,0.529,0.059,0.176,0.765,0.471,0.235,0.118,0.0,0.0,0.235,0.588,0.176,0.529,0.176,0.294,0.059,0.235,0.765,-1.391,1.194,0.324,0.562,-0.531
0.235,0.176,0.588,0.176,0.353,0.294,0.059,0.059,0.176,0.235,0.588,0.294,0.353,0.471,0.118,0.059,0.353,0.235,0.412,0.353,0.353,0.235,0.294,0.588,0.412,1.563,-0.272,-0.045,-0.127,-0.261
0.176,0.235,0.588,0.176,0.412,0.353,0.235,0.118,0.235,0.176,0.588,0.412,0.412,0.412,0.118,0.0,0.353,0.235,0.412,0.176,0.529,0.471,0.118,0.471,0.529,0.558,0.204,0.2,-0.314,0.37
0.118,0.059,0.824,0.235,0.529,0.235,0.118,0.0,0.059,0.118,0.824,0.588,0.294,0.353,0.118,0.294,0.588,0.118,0.294,0.118,0.412,0.529,0.118,0.471,0.529,0.151,-0.256,-0.068,0.259,-0.011
0.235,0.294,0.471,0.235,0.235,0.176,0.059,0.059,0.294,0.235,0.471,0.353,0.294,0.471,0.118,0.059,0.471,0.294,0.235,0.118,0.412,0.471,0.0,0.412,0.588,1.106,0.348,-0.079,-0.179,0.088
0.118,0.118,0.765,0.353,0.412,0.235,0.059,0.118,0.118,0.118,0.765,0.588,0.176,0.412,0.235,0.118,0.412,0.412,0.176,0.353,0.353,0.353,0.176,0.471,0.529,-0.178,-0.236,-0.232,-0.168,-0.158
0.059,0.0,0.941,0.412,0.471,0.294,0.059,0.353,0.0,0.059,0.941,0.529,0.176,0.235,0.118,0.118,0.118,0.647,0.235,0.412,0.118,0.471,0.176,0.471,0.529,-0.992,0.194,0.099,0.262,-0.811
0.059,0.0,0.941,0.176,0.765,0.294,0.176,0.294,0.0,0.059,0.941,0.765,0.235,0.176,0.059,0.235,0.294,0.412,0.294,0.471,0.235,0.412,0.176,0.353,0.647,-1.678,0.725,0.525,1.176,-0.325
0.125,0.0,0.875,0.312,0.438,0.188,0.125,0.25,0.0,0.125,0.875,0.625,0.375,0.062,0.062,0.25,0.25,0.438,0.312,0.438,0.25,0.375,0.312,0.562,0.438,-0.276,0.742,1.159,0.837,-0.721
0.059,0.176,0.765,0.235,0.471,0.353,0.059,0.059,0.176,0.059,0.765,0.471,0.176,0.529,0.235,0.059,0.353,0.235,0.412,0.353,0.294,0.353,0.294,0.647,0.353,0.685,-0.666,0.029,-0.628,-0.012
0.059,0.118,0.824,0.294,0.529,0.471,0.0,0.118,0.118,0.059,0.824,0.588,0.059,0.353,0.176,0.059,0.353,0.412,0.235,0.588,0.118,0.235,0.294,0.471,0.529,-0.629,-0.841,-0.222,-0.744,0.028
0.059,0.0,0.941,0.235,0.706,0.647,0.176,0.118,0.0,0.059,0.941,0.824,0.235,0.118,0.059,0.059,0.353,0.471,0.176,0.588,0.294,0.294,0.118,0.529,0.471,-1.786,-0.773,-0.266,-0.244,0.344
0.235,0.0,0.765,0.353,0.412,0.353,0.059,0.118,0.0,0.235,0.765,0.471,0.294,0.294,0.176,0.059,0.471,0.294,0.235,0.412,0.235,0.412,0.353,0.471,0.529,0.211,-0.405,0.04,0.235,0.175
0.118,0.118,0.765,0.176,0.588,0.235,0.0,0.235,0.118,0.118,0.765,0.529,0.118,0.353,0.059,0.118,0.588,0.294,0.118,0.471,0.235,0.235,0.176,0.176,0.824,-0.609,0.165,-0.132,-0.044,-0.059
0.0,0.0,1.0,0.176,0.706,0.588,0.0,0.0,0.0,0.0,1.0,0.706,0.118,0.235,0.118,0.176,0.294,0.412,0.294,0.647,0.118,0.235,0.353,0.765,0.235,-0.563,-1.675,-0.04,-0.469,-0.276
0.294,0.0,0.706,0.235,0.471,0.294,0.059,0.176,0.0,0.294,0.706,0.588,0.353,0.176,0.176,0.059,0.294,0.529,0.176,0.471,0.059,0.412,0.176,0.412,0.588,-0.396,0.365,-0.221,0.962,-0.182
0.118,0.059,0.824,0.294,0.471,0.294,0.118,0.059,0.059,0.118,0.824,0.529,0.294,0.294,0.118,0.235,0.353,0.294,0.353,0.235,0.353,0.529,0.176,0.588,0.412,-0.001,-0.356,0.344,0.148,-0.177
0.235,0.059,0.706,0.235,0.471,0.176,0.0,0.294,0.059,0.235,0.706,0.529,0.235,0.176,0.059,0.118,0.529,0.471,0.0,0.353,0.235,0.353,0.0,0.118,0.882,-1.068,0.671,-0.654,0.535,-0.359
0.0,0.176,0.824,0.235,0.529,0.412,0.059,0.118,0.176,0.0,0.824,0.588,0.118,0.412,0.176,0.059,0.235,0.353,0.412,0.529,0.294,0.235,0.412,0.706,0.294,0.316,-0.74,0.728,-0.842,0.161
0.059,0.235,0.706,0.294,0.353,0.176,0.0,0.294,0.235,0.059,0.706,0.353,0.118,0.412,0.059,0.118,0.235,0.471,0.294,0.353,0.353,0.294,0.176,0.412,0.588,0.142,0.128,0.451,-0.664,-0.616
0.118,0.176,0.706,0.294,0.412,0.412,0.0,0.059,0.176,0.118,0.706,0.412,0.118,0.412,0.059,0.118,0.353,0.353,0.294,0.529,0.353,0.118,0.353,0.529,0.471,0.507,-0.906,0.071,-0.726,-0.099
0.176,0.059,0.765,0.353,0.353,0.176,0.0,0.176,0.059,0.176,0.765,0.471,0.235,0.412,0.294,0.059,0.294,0.353,0.353,0.412,0.235,0.294,0.294,0.529,0.471,0.314,-0.074,-0.029,-0.194,-0.199
0.118,0.235,0.647,0.118,0.471,0.353,0.0,0.235,0.235,0.118,0.647,0.353,0.176,0.353,0.0,0.0,0.412,0.353,0.235,0.471,0.294,0.118,0.176,0.294,0.706,0.119,0.229,-0.32,-0.522,-0.306
0.176,0.118,0.706,0.118,0.529,0.471,0.059,0.0,0.118,0.176,0.706,0.588,0.294,0.294,0.118,0.059,0.647,0.176,0.176,0.412,0.294,0.235,0.294,0.588,0.412,0.69,-0.798,-0.522,-0.294,0.219
0.176,0.118,0.706,0.176,0.412,0.235,0.118,0.294,0.118,0.176,0.706,0.353,0.412,0.235,0.0,0.0,0.294,0.353,0.353,0.294,0.529,0.235,0.059,0.353,0.647,-0.016,1.215,-0.062,0.351,-0.32
0.353,0.0,0.647,0.235,0.353,0.294,0.0,0.118,0.0,0.353,0.647,0.412,0.412,0.118,0.0,0.118,0.588,0.294,0.118,0.471,0.176,0.118,0.235,0.353,0.647,0.571,0.258,-0.664,0.503,-0.355
0.176,0.0,0.824,0.176,0.529,0.412,0.059,0.176,0.0,0.176,0.824,0.647,0.353,0.059,0.059,0.059,0.235,0.588,0.176,0.529,0.176,0.294,0.059,0.353,0.647,-1.113,0.089,-0.223,0.182,-0.301
0.118,0.118,0.765,0.294,0.412,0.353,0.118,0.0,0.118,0.118,0.765,0.412,0.294,0.529,0.176,0.059,0.471,0.118,0.412,0.235,0.471,0.353,0.235,0.588,0.412,1.014,-0.568,-0.184,-0.548,0.272
0.235,0.118,0.647,0.353,0.235,0.235,0.118,0.0,0.118,0.235,0.647,0.294,0.412,0.412,0.118,0.176,0.294,0.176,0.529,0.294,0.353,0.353,0.412,0.706,0.294,1.931,-0.109,0.871,0.111,-0.175
0.176,0.059,0.765,0.471,0.235,0.235,0.0,0.294,0.059,0.176,0.765,0.294,0.235,0.294,0.176,0.0,0.412,0.412,0.176,0.235,0.176,0.471,0.176,0.353,0.647,0.024,0.327,-0.56,-0.308,-0.398
0.118,0.059,0.824,0.176,0.588,0.471,0.059,0.118,0.059,0.118,0.824,0.647,0.235,0.235,0.118,0.059,0.235,0.529,0.235,0.588,0.294,0.176,0.176,0.353,0.647,-1.012,-0.536,-0.382,-0.291,-0.122
0.0,0.176,0.824,0.118,0.647,0.471,0.176,0.235,0.176,0.0,0.824,0.588,0.235,0.294,0.0,0.0,0.294,0.353,0.353,0.471,0.471,0.235,0.118,0.529,0.471,-0.743,0.216,0.346,-0.285,0.103
0.294,0.118,0.588,0.353,0.235,0.118,0.118,0.235,0.118,0.294,0.588,0.353,0.412,0.294,0.118,0.059,0.412,0.353,0.235,0.176,0.294,0.471,0.118,0.353,0.647,0.659,1.263,-0.008,0.742,-0.216
0.176,0.0,0.824,0.235,0.529,0.412,0.059,0.118,0.0,0.176,0.824,0.647,0.294,0.176,0.118,0.118,0.353,0.412,0.235,0.588,0.176,0.235,0.235,0.529,0.471,-0.584,-0.513,-0.028,0.049,-0.209
0.0,0.235,0.765,0.294,0.353,0.235,0.0,0.235,0.235,0.0,0.765,0.412,0.118,0.353,0.118,0.059,0.235,0.471,0.294,0.294,0.353,0.353,0.059,0.412,0.588,-0.348,0.236,0.125,-0.988,-0.389
0.118,0.0,0.882,0.235,0.471,0.353,0.0,0.059,0.0,0.118,0.882,0.529,0.294,0.294,0.118,0.059,0.412,0.353,0.235,0.412,0.353,0.235,0.176,0.588,0.412,0.312,-0.568,-0.349,-0.284,-0.181
0.118,0.118,0.765,0.235,0.471,0.294,0.176,0.235,0.118,0.118,0.765,0.588,0.353,0.176,0.059,0.118,0.294,0.412,0.294,0.294,0.353,0.412,0.059,0.412,0.588,-0.632,0.605,0.248,-0.018,-0.151
0.118,0.118,0.765,0.294,0.412,0.294,0.118,0.118,0.118,0.118,0.765,0.412,0.294,0.353,0.0,0.059,0.529,0.176,0.294,0.235,0.588,0.235,0.0,0.294,0.706,-0.1,0.661,-0.375,-0.201,0.269
0.118,0.0,0.882,0.176,0.647,0.294,0.059,0.353,0.0,0.118,0.882,0.706,0.235,0.059,0.0,0.118,0.353,0.529,0.118,0.588,0.235,0.176,0.118,0.235,0.765,-1.711,0.997,-0.049,0.918,-0.484
0.118,0.176,0.706,0.235,0.471,0.471,0.0,0.118,0.176,0.118,0.706,0.471,0.118,0.412,0.118,0.0,0.412,0.412,0.176,0.471,0.235,0.235,0.294,0.471,0.529,0.328,-0.877,-0.486,-0.734,0.034
0.059,0.176,0.765,0.353,0.176,0.059,0.059,0.294,0.176,0.059,0.765,0.176,0.353,0.353,0.118,0.0,0.176,0.294,0.529,0.118,0.529,0.412,0.118,0.529,0.471,0.848,1.316,0.812,-0.469,-0.454
0.118,0.235,0.647,0.235,0.412,0.353,0.118,0.118,0.235,0.118,0.647,0.412,0.235,0.471,0.118,0.059,0.176,0.353,0.471,0.353,0.412,0.294,0.235,0.647,0.353,0.72,-0.238,0.329,-0.474,0.011
0.118,0.235,0.647,0.059,0.588,0.588,0.118,0.0,0.235,0.118,0.647,0.647,0.235,0.294,0.059,0.0,0.471,0.294,0.235,0.471,0.353,0.235,0.059,0.471,0.529,-0.468,-0.575,-0.436,-0.638,0.519
0.235,0.059,0.706,0.235,0.235,0.235,0.0,0.0,0.059,0.235,0.706,0.176,0.471,0.412,0.118,0.0,0.412,0.118,0.471,0.235,0.529,0.176,0.176,0.529,0.471,1.725,0.014,-0.439,-0.407,-0.189
0.118,0.176,0.706,0.235,0.353,0.235,0.0,0.176,0.176,0.118,0.706,0.412,0.235,0.353,0.118,0.0,0.235,0.471,0.294,0.353,0.353,0.235,0.059,0.471,0.529,0.234,0.391,-0.191,-0.466,-0.254
0.412,0.294,0.294,0.235,0.059,0.0,0.0,0.059,0.294,0.412,0.294,0.294,0.412,0.353,0.059,0.176,0.529,0.294,0.176,0.235,0.529,0.118,0.176,0.412,0.588,2.102,0.622,-0.031,0.171,-0.424
0.059,0.176,0.765,0.412,0.294,0.176,0.0,0.118,0.176,0.059,0.765,0.353,0.118,0.471,0.235,0.176,0.294,0.294,0.412,0.353,0.294,0.353,0.412,0.529,0.471,0.65,-0.388,0.671,-0.78,-0.354
0.118,0.176,0.706,0.176,0.471,0.294,0.0,0.235,0.176,0.118,0.706,0.471,0.176,0.294,0.0,0.118,0.235,0.529,0.235,0.588,0.294,0.059,0.235,0.471,0.529,0.017,0.015,0.164,-0.151,-0.725
0.235,0.059,0.706,0.353,0.353,0.235,0.0,0.235,0.059,0.235,0.706,0.412,0.235,0.294,0.176,0.059,0.353,0.471,0.176,0.412,0.176,0.353,0.235,0.412,0.588,-0.06,0.036,-0.302,0.152,-0.362
0.235,0.0,0.765,0.294,0.353,0.353,0.118,0.118,0.0,0.235,0.765,0.353,0.471,0.235,0.118,0.0,0.353,0.294,0.353,0.235,0.294,0.412,0.176,0.588,0.412,0.749,0.218,-0.421,0.129,-0.045
0.235,0.059,0.706,0.294,0.353,0.294,0.0,0.0,0.059,0.235,0.706,0.412,0.294,0.353,0.118,0.059,0.706,0.176,0.118,0.294,0.412,0.294,0.235,0.471,0.529,0.986,-0.391,-0.508,-0.027,0.239
0.294,0.118,0.588,0.294,0.294,0.235,0.118,0.118,0.118,0.294,0.588,0.412,0.412,0.294,0.176,0.059,0.471,0.294,0.235,0.235,0.412,0.412,0.176,0.412,0.588,0.5,0.155,-0.229,0.037,0.081
0.118,0.118,0.765,0.235,0.529,0.412,0.0,0.118,0.118,0.118,0.765,0.647,0.118,0.412,0.235,0.0,0.529,0.294,0.176,0.529,0.176,0.235,0.176,0.412,0.588,-0.597,-0.59,-0.66,-0.492,0.178
0.353,0.294,0.353,0.118,0.176,0.118,0.0,0.118,0.294,0.353,0.353,0.118,0.412,0.412,0.059,0.0,0.529,0.176,0.294,0.176,0.529,0.235,0.118,0.294,0.706,1.733,0.638,-0.27,-0.2,-0.086
0.176,0.059,0.765,0.235,0.529,0.412,0.059,0.118,0.059,0.176,0.765,0.647,0.235,0.353,0.235,0.0,0.412,0.412,0.176,0.471,0.235,0.294,0.176,0.471,0.529,-0.42,-0.604,-0.74,-0.191,0.135
0.059,0.176,0.765,0.294,0.471,0.294,0.059,0.059,0.176,0.059,0.765,0.588,0.118,0.412,0.118,0.235,0.412,0.353,0.235,0.412,0.353,0.294,0.294,0.529,0.471,0.185,-0.631,0.371,-0.324,-0.247
0.235,0.118,0.647,0.176,0.412,0.412,0.0,0.0,0.118,0.235,0.647,0.294,0.294,0.471,0.176,0.0,0.353,0.235,0.412,0.412,0.294,0.235,0.353,0.647,0.353,1.386,-0.988,-0.429,-0.421,0.044
0.0,0.235,0.765,0.059,0.647,0.294,0.059,0.294,0.235,0.0,0.765,0.471,0.118,0.412,0.0,0.118,0.294,0.294,0.412,0.471,0.353,0.235,0.235,0.471,0.529,-0.202,0.208,0.757,-0.128,-0.371
0.118,0.118,0.765,0.294,0.412,0.353,0.0,0.059,0.118,0.118,0.765,0.588,0.176,0.412,0.176,0.118,0.294,0.471,0.235,0.529,0.176,0.176,0.294,0.647,0.353,0.616,-0.955,-0.144,-0.608,-0.409
0.471,0.176,0.353,0.118,0.235,0.235,0.0,0.0,0.176,0.471,0.353,0.235,0.471,0.294,0.0,0.059,0.765,0.118,0.118,0.294,0.471,0.059,0.118,0.176,0.824,1.446,0.288,-1.209,0.178,0.038
0.059,0.118,0.824,0.353,0.412,0.353,0.059,0.0,0.118,0.059,0.824,0.529,0.176,0.471,0.235,0.118,0.353,0.294,0.353,0.353,0.294,0.353,0.294,0.647,0.353,0.562,-0.845,0.013,-0.721,0.017
0.0,0.353,0.647,0.294,0.235,0.235,0.0,0.059,0.353,0.0,0.647,0.294,0.118,0.588,0.176,0.0,0.529,0.176,0.294,0.235,0.529,0.235,0.176,0.412,0.588,1.068,-0.151,-0.027,-1.642,-0.021
0.294,0.059,0.647,0.176,0.353,0.235,0.118,0.118,0.059,0.294,0.647,0.529,0.529,0.059,0.0,0.176,0.412,0.294,0.294,0.412,0.353,0.176,0.176,0.471,0.529,0.439,0.784,0.28,0.652,-0.415
0.294,0.118,0.588,0.235,0.353,0.353,0.059,0.059,0.118,0.294,0.588,0.235,0.353,0.412,0.118,0.0,0.529,0.118,0.353,0.294,0.353,0.353,0.235,0.353,0.647,0.83,-0.118,-0.411,-0.002,0.285
0.059,0.176,0.765,0.059,0.706,0.588,0.0,0.118,0.176,0.059,0.765,0.588,0.059,0.353,0.0,0.0,0.353,0.471,0.176,0.706,0.294,0.0,0.176,0.471,0.529,-0.722,-1.12,-0.579,-0.876,0.106
0.059,0.176,0.765,0.294,0.412,0.353,0.0,0.235,0.176,0.059,0.765,0.412,0.118,0.353,0.059,0.059,0.294,0.471,0.235,0.471,0.294,0.235,0.176,0.412,0.588,-0.332,-0.336,-0.018,-0.799,-0.469
0.0,0.118,0.882,0.294,0.353,0.294,0.0,0.176,0.118,0.0,0.882,0.353,0.235,0.353,0.118,0.0,0.176,0.353,0.471,0.353,0.412,0.235,0.176,0.647,0.353,0.428,0.021,0.279,-0.968,-0.328
0.176,0.235,0.588,0.176,0.353,0.294,0.0,0.176,0.235,0.176,0.588,0.353,0.235,0.353,0.059,0.0,0.471,0.294,0.235,0.353,0.294,0.294,0.176,0.412,0.588,0.676,0.195,0.051,-0.345,-0.073
0.118,0.0,0.882,0.176,0.706,0.529,0.0,0.176,0.0,0.118,0.882,0.706,0.118,0.176,0.059,0.118,0.294,0.588,0.118,0.706,0.0,0.235,0.235,0.294,0.706,-1.508,-0.805,-0.374,0.057,-0.244
0.471,0.176,0.353,0.118,0.118,0.059,0.0,0.118,0.176,0.471,0.353,0.118,0.588,0.235,0.0,0.0,0.647,0.118,0.235,0.118,0.353,0.353,0.0,0.235,0.765,1.811,1.541,-0.283,0.808,-0.154
0.0,0.235,0.765,0.235,0.353,0.235,0.0,0.176,0.235,0.0,0.765,0.412,0.176,0.353,0.059,0.118,0.059,0.471,0.471,0.471,0.412,0.118,0.235,0.647,0.353,0.519,0.098,0.874,-0.837,-0.648
0.294,0.0,0.706,0.412,0.294,0.294,0.118,0.176,0.0,0.294,0.706,0.353,0.412,0.235,0.176,0.059,0.294,0.412,0.294,0.235,0.294,0.529,0.235,0.529,0.471,0.304,-0.021,-0.21,0.312,-0.099
0.0,0.118,0.882,0.294,0.471,0.412,0.059,0.176,0.118,0.0,0.882,0.588,0.176,0.294,0.118,0.0,0.235,0.471,0.294,0.412,0.353,0.294,0.118,0.706,0.294,-0.307,-0.325,0.065,-0.806,-0.002
0.235,0.059,0.706,0.353,0.353,0.235,0.059,0.176,0.059,0.235,0.706,0.529,0.294,0.294,0.176,0.059,0.412,0.471,0.118,0.353,0.235,0.353,0.176,0.471,0.529,0.216,0.146,-0.395,0.22,-0.161
0.059,0.235,0.706,0.118,0.412,0.353,0.118,0.059,0.235,0.059,0.706,0.235,0.353,0.529,0.059,0.0,0.294,0.059,0.647,0.294,0.588,0.176,0.294,0.706,0.294,1.747,-0.05,0.525,-0.762,-0.006
0.294,0.176,0.529,0.294,0.176,0.059,0.059,0.176,0.176,0.294,0.529,0.235,0.412,0.353,0.176,0.059,0.353,0.235,0.412,0.176,0.471,0.412,0.235,0.471,0.529,1.245,0.825,0.525,0.229,-0.092
0.176,0.235,0.588,0.294,0.294,0.176,0.059,0.235,0.235,0.176,0.588,0.353,0.235,0.353,0.059,0.118,0.353,0.353,0.294,0.353,0.294,0.294,0.235,0.412,0.588,0.592,0.741,0.484,0.116,-0.444
0.353,0.0,0.647,0.118,0.412,0.294,0.0,0.176,0.0,0.353,0.647,0.353,0.471,0.176,0.059,0.0,0.471,0.294,0.235,0.412,0.235,0.235,0.118,0.294,0.706,0.24,0.33,-0.701,0.482,-0.276
0.176,0.0,0.824,0.176,0.588,0.529,0.059,0.059,0.0,0.176,0.824,0.529,0.294,0.294,0.176,0.0,0.412,0.235,0.353,0.529,0.235,0.235,0.471,0.706,0.294,0.544,-0.94,-0.233,-0.01,0.286
0.235,0.059,0.706,0.471,0.176,0.176,0.118,0.0,0.059,0.235,0.706,0.471,0.412,0.529,0.353,0.0,0.353,0.353,0.294,0.059,0.353,0.588,0.059,0.588,0.412,1.261,-0.042,-0.522,-0.155,0.19
0.235,0.0,0.765,0.294,0.412,0.412,0.0,0.059,0.0,0.235,0.765,0.353,0.294,0.294,0.059,0.059,0.529,0.235,0.235,0.471,0.294,0.118,0.353,0.471,0.529,0.746,-0.549,-0.668,-0.139,-0.032
0.176,0.059,0.765,0.294,0.412,0.353,0.176,0.118,0.059,0.176,0.765,0.353,0.412,0.353,0.118,0.0,0.353,0.176,0.471,0.235,0.471,0.412,0.176,0.471,0.529,0.329,0.403,0.021,0.089,0.335
0.118,0.176,0.706,0.353,0.294,0.176,0.0,0.294,0.176,0.118,0.706,0.412,0.176,0.294,0.118,0.059,0.353,0.471,0.176,0.353,0.235,0.353,0.176,0.353,0.647,-0.054,0.615,0.211,-0.239,-0.473
0.118,0.0,0.882,0.235,0.471,0.353,0.0,0.176,0.0,0.118,0.882,0.471,0.294,0.235,0.118,0.0,0.412,0.294,0.294,0.471,0.235,0.235,0.294,0.588,0.412,0.283,-0.005,-0.019,-0.032,-0.195
0.353,0.059,0.588,0.118,0.294,0.176,0.059,0.176,0.059,0.353,0.588,0.353,0.588,0.118,0.059,0.0,0.412,0.294,0.294,0.235,0.529,0.294,0.059,0.412,0.588,0.688,0.801,-0.131,0.425,-0.13
0.0,0.235,0.765,0.059,0.706,0.471,0.235,0.235,0.235,0.0,0.765,0.647,0.235,0.353,0.059,0.0,0.235,0.235,0.529,0.471,0.471,0.294,0.176,0.588,0.412,-0.743,0.344,0.91,-0.203,0.521
0.176,0.0,0.824,0.412,0.412,0.353,0.118,0.059,0.0,0.176,0.824,0.529,0.294,0.471,0.235,0.059,0.412,0.294,0.294,0.353,0.235,0.412,0.235,0.529,0.471,0.374,-0.445,-0.359,0.081,0.072
0.059,0.118,0.824,0.412,0.353,0.294,0.059,0.118,0.118,0.059,0.824,0.529,0.176,0.412,0.176,0.118,0.294,0.471,0.235,0.412,0.294,0.353,0.235,0.588,0.412,0.182,-0.481,0.272,-0.452,-0.437
0.176,0.235,0.588,0.176,0.176,0.118,0.0,0.059,0.235,0.176,0.588,0.294,0.412,0.412,0.176,0.0,0.412,0.235,0.353,0.176,0.471,0.176,0.059,0.471,0.529,1.614,0.657,-0.496,-0.744,-0.445
